threshold,coverage,reliability_joint_accuracy_when_covered,reliable_guide_ratio_correct_and_covered
0.5,0.7854545454545454,0.8240740740740741,0.6472727272727272
0.6,0.6181818181818182,0.8294117647058824,0.5127272727272727
0.7,0.4509090909090909,0.8548387096774194,0.38545454545454544
0.8,0.2690909090909091,0.8783783783783784,0.23636363636363636
0.9,0.11272727272727273,0.9032258064516129,0.10181818181818182
