experiment,shot_source,text_source,alpha_clip,text_threshold,runtime_sec,joint_accuracy,guide_reliability_score,conditional_text_given_shot,conditional_shot_given_text,both_correct_ratio,shot_only_error_ratio,text_only_error_ratio,both_wrong_ratio,shot_accuracy,shot_macro_f1,shot_balanced_accuracy,shot_weighted_f1,shot_macro_precision,shot_macro_recall,shot_top2_accuracy,text_accuracy,text_macro_f1,text_balanced_accuracy,text_weighted_f1,text_macro_precision,text_macro_recall,shot_ECE,shot_MCE,text_ECE,text_MCE,joint_ECE,joint_MCE
clip_dinov3_focal_ensemble,CLIP ViT-B/32 + DINOv3 ViT-S/16 focal ensemble,CLIP ViT-B/32 text head,0.52,0.43,4.248003255575895,0.7527272727272727,0.7527272727272727,0.8961038961038961,0.8414634146341463,0.7527272727272727,0.14181818181818182,0.08727272727272728,0.01818181818181818,0.84,0.842489368193663,0.8657367459929745,0.8379353049038898,0.8280682063035003,0.8657367459929745,0.9818181818181818,0.8945454545454545,0.7942519542839452,0.8172884743504331,0.8982019884091553,0.7760869565217392,0.8172884743504331,0.10188286445357582,0.21419043787594494,0.06853024374354971,0.2056986689567566,0.14017356265674938,0.34153366684913633
