threshold,coverage,reliability_joint_accuracy_when_covered,reliable_guide_ratio_correct_and_covered,covered_count
0.5,0.7090909090909091,0.841025641025641,0.5963636363636363,195
0.6,0.5054545454545455,0.8705035971223022,0.44,139
0.7,0.3018181818181818,0.927710843373494,0.28,83
0.8,0.16727272727272727,0.9782608695652174,0.16363636363636364,46
0.9,0.05818181818181818,0.9375,0.05454545454545454,16
