bin_start,bin_end,count,accuracy,confidence,gap
0.0,0.1,0,,,
0.1,0.2,0,,,
0.2,0.30000000000000004,5,0.6,0.25846633315086365,0.34153366684913633
0.30000000000000004,0.4,24,0.4583333333333333,0.3576226234436035,0.1007107098897298
0.4,0.5,51,0.5686274509803921,0.4516722857952118,0.11695516518518034
0.5,0.6000000000000001,56,0.7678571428571429,0.5545538663864136,0.21330327647072933
0.6000000000000001,0.7000000000000001,56,0.7857142857142857,0.6440773010253906,0.14163698468889507
0.7000000000000001,0.8,37,0.8648648648648649,0.7517867088317871,0.1130781560330778
0.8,0.9,30,1.0,0.8599187731742859,0.1400812268257141
0.9,1.0,16,0.9375,0.9252932667732239,0.012206733226776123
