shot_accuracy_mean,shot_macro_f1_mean,shot_balanced_accuracy_mean,shot_weighted_f1_mean,shot_macro_precision_mean,shot_macro_recall_mean,shot_top2_accuracy_mean,text_accuracy_mean,text_macro_f1_mean,text_balanced_accuracy_mean,text_weighted_f1_mean,text_macro_precision_mean,text_macro_recall_mean,shot_acc_mean,text_acc_mean,text_f1_mean,joint_acc_mean,text_threshold_mean,val_text_macro_f1_at_threshold_mean,shot_accuracy_std,shot_macro_f1_std,shot_balanced_accuracy_std,shot_weighted_f1_std,seed_count
0.8,0.7928976034858388,0.7900281596761811,0.7991961067255184,0.8011128311138889,0.7900281596761811,0.9781818181818182,0.84,0.6908849376660535,0.7083055740617366,0.8462456570611077,0.678089994304158,0.7083055740617366,0.8,0.84,0.9055793991416309,0.6654545454545454,0.44,0.675242995997713,0.0,0.0,0.0,0.0,1
