threshold,coverage,reliability_joint_accuracy_when_covered,reliable_guide_ratio_correct_and_covered,covered_count
0.5,0.92,0.6837944664031621,0.6290909090909091,253
0.6,0.7709090909090909,0.7358490566037735,0.5672727272727273,212
0.7,0.5781818181818181,0.8364779874213837,0.48363636363636364,159
0.8,0.4509090909090909,0.8790322580645161,0.39636363636363636,124
0.9,0.2690909090909091,0.9459459459459459,0.2545454545454545,74
