shot_accuracy,shot_macro_f1,shot_balanced_accuracy,shot_weighted_f1,shot_macro_precision,shot_macro_recall,shot_top2_accuracy,text_accuracy,text_macro_f1,text_balanced_accuracy,text_weighted_f1,text_macro_precision,text_macro_recall,shot_acc,text_acc,text_f1,joint_acc,text_threshold,val_text_macro_f1_at_threshold
0.8,0.7928976034858388,0.7900281596761811,0.7991961067255184,0.8011128311138889,0.7900281596761811,0.9781818181818182,0.84,0.6908849376660535,0.7083055740617366,0.8462456570611077,0.678089994304158,0.7083055740617366,0.8,0.84,0.9055793991416309,0.6654545454545454,0.44,0.675242995997713
