threshold,coverage,reliability_joint_accuracy_when_covered,reliable_guide_ratio_correct_and_covered
0.5,0.6981818181818182,0.8177083333333334,0.5709090909090909
0.6,0.4581818181818182,0.8968253968253969,0.4109090909090909
0.7,0.28363636363636363,0.8974358974358975,0.2545454545454545
0.8,0.14181818181818182,0.9230769230769231,0.13090909090909092
0.9,0.01090909090909091,0.6666666666666666,0.007272727272727273
