bin_start,bin_end,count,accuracy,confidence,gap
0.0,0.1,0,,,
0.1,0.2,0,,,
0.2,0.30000000000000004,0,,,
0.30000000000000004,0.4,12,0.25,0.3394819498062134,0.08948194980621338
0.4,0.5,28,0.39285714285714285,0.4604800343513489,0.06762289149420603
0.5,0.6000000000000001,64,0.421875,0.5501086711883545,0.1282336711883545
0.6000000000000001,0.7000000000000001,53,0.49056603773584906,0.6442261934280396,0.1536601556921905
0.7000000000000001,0.8,26,0.6153846153846154,0.7497566938400269,0.13437207845541144
0.8,0.9,36,0.8333333333333334,0.8507473468780518,0.017414013544718387
0.9,1.0,56,0.9464285714285714,0.9476416707038879,0.0012130992753165426
