shot_accuracy,shot_macro_f1,shot_balanced_accuracy,shot_weighted_f1,shot_macro_precision,shot_macro_recall,shot_top2_accuracy,text_accuracy,text_macro_f1,text_balanced_accuracy,text_weighted_f1,text_macro_precision,text_macro_recall,shot_acc,text_acc,text_f1,joint_acc,text_threshold,val_text_macro_f1_at_threshold
0.7563636363636363,0.7601250239447337,0.7767675111080093,0.7504479744160277,0.7658864446748888,0.7767675111080093,0.9672727272727273,0.8181818181818182,0.6895882246703992,0.7398401065956028,0.8341652026860624,0.6674418604651162,0.7398401065956028,0.7563636363636363,0.8181818181818182,0.8893805309734514,0.6036363636363636,0.46,0.7007044206556103
