threshold,coverage,reliability_joint_accuracy_when_covered,reliable_guide_ratio_correct_and_covered,covered_count
0.5,0.8545454545454545,0.6468085106382979,0.5527272727272727,235
0.6,0.6218181818181818,0.7309941520467836,0.45454545454545453,171
0.7,0.4290909090909091,0.8389830508474576,0.36,118
0.8,0.33454545454545453,0.9021739130434783,0.3018181818181818,92
0.9,0.20363636363636364,0.9464285714285714,0.19272727272727272,56
