class,precision,recall_per_class_accuracy,f1,support,false_positive_count,false_negative_count,avg_prediction_confidence_for_predicted_class,minority_class_recall
close-up,0.8695652173913043,0.5333333333333333,0.6611570247933884,75,6,35,0.7773765325546265,
medium,0.6822429906542056,0.8202247191011236,0.7448979591836735,89,34,16,0.7354395985603333,
object,0.8360655737704918,0.9107142857142857,0.8717948717948718,56,10,5,0.8436083793640137,0.9107142857142857
space,0.7142857142857143,0.8695652173913043,0.7843137254901961,23,8,3,0.8358358144760132,0.8695652173913043
wide,0.7272727272727273,0.75,0.7384615384615385,32,9,8,0.7088833451271057,0.75
