shot_accuracy_mean,shot_macro_f1_mean,shot_balanced_accuracy_mean,shot_weighted_f1_mean,shot_macro_precision_mean,shot_macro_recall_mean,shot_top2_accuracy_mean,text_accuracy_mean,text_macro_f1_mean,text_balanced_accuracy_mean,text_weighted_f1_mean,text_macro_precision_mean,text_macro_recall_mean,shot_acc_mean,text_acc_mean,text_f1_mean,joint_acc_mean,text_threshold_mean,val_text_macro_f1_at_threshold_mean,shot_accuracy_std,shot_macro_f1_std,shot_balanced_accuracy_std,shot_weighted_f1_std,seed_count
0.7563636363636363,0.7601250239447337,0.7767675111080093,0.7504479744160277,0.7658864446748888,0.7767675111080093,0.9672727272727273,0.8181818181818182,0.6895882246703992,0.7398401065956028,0.8341652026860624,0.6674418604651162,0.7398401065956028,0.7563636363636363,0.8181818181818182,0.8893805309734514,0.6036363636363636,0.46,0.7007044206556103,0.0,0.0,0.0,0.0,1
