target,ECE,MCE,high_confidence_accuracy,low_confidence_accuracy,high_confidence_count,low_confidence_count,overconfidence_ratio_wrong_conf_ge_0_8,underconfidence_ratio_correct_conf_lt_0_5
shot,0.041267274076288406,0.36886492371559143,0.9290780141843972,0.5,141,12,0.03636363636363636,0.02181818181818182
text,0.07488317294554275,0.3448671460151672,0.9342723004694836,,213,0,0.05090909090909091,0.0
joint,0.08547883510589599,0.1536601556921905,0.9021739130434783,0.35,92,40,0.03272727272727273,0.05090909090909091
