threshold,coverage,reliability_joint_accuracy_when_covered,reliable_guide_ratio_correct_and_covered,covered_count
0.5,0.7418181818181818,0.8774509803921569,0.6509090909090909,204
0.6,0.5163636363636364,0.9014084507042254,0.46545454545454545,142
0.7,0.2872727272727273,0.9113924050632911,0.26181818181818184,79
0.8,0.14909090909090908,0.926829268292683,0.13818181818181818,41
0.9,0.01818181818181818,0.8,0.014545454545454545,5
