experiment,shot_source,text_source,alpha_siglip2,alpha_dinov3,text_threshold,runtime_sec,joint_accuracy,guide_reliability_score,conditional_text_given_shot,conditional_shot_given_text,both_correct_ratio,shot_only_error_ratio,text_only_error_ratio,both_wrong_ratio,shot_accuracy,shot_macro_f1,shot_balanced_accuracy,shot_weighted_f1,shot_macro_precision,shot_macro_recall,shot_top2_accuracy,text_accuracy,text_macro_f1,text_balanced_accuracy,text_weighted_f1,text_macro_precision,text_macro_recall,shot_ECE,shot_MCE,text_ECE,text_MCE,joint_ECE,joint_MCE
dinov3_siglip2_focal_ensemble,SigLIP2 ViT-B/16-256 + DINOv3 ViT-S/16 focal ensemble,SigLIP2 ViT-B/16-256 text head,0.67,0.32999999999999996,0.46,3.804311277344823,0.8,0.8,0.9482758620689655,0.8461538461538461,0.8,0.14545454545454545,0.04363636363636364,0.01090909090909091,0.8436363636363636,0.8518478039233589,0.8831399551027055,0.8413221212557498,0.8327160249416347,0.8831399551027055,0.9818181818181818,0.9454545454545454,0.8994613566014282,0.9573062402842549,0.9486691231700859,0.8605129551820728,0.9573062402842549,0.14040759314190257,0.3386271297931671,0.07368427211588077,0.2202867733107673,0.18856942079283975,0.2871478881154742
