bin_start,bin_end,count,accuracy,confidence,gap
0.0,0.1,0,,,
0.1,0.2,0,,,
0.2,0.30000000000000004,1,0.0,0.2720554769039154,0.2720554769039154
0.30000000000000004,0.4,14,0.6428571428571429,0.3557092547416687,0.2871478881154742
0.4,0.5,56,0.5714285714285714,0.4562534689903259,0.11517510243824547
0.5,0.6000000000000001,62,0.8225806451612904,0.5582377314567566,0.2643429137045338
0.6000000000000001,0.7000000000000001,63,0.8888888888888888,0.6441356539726257,0.2447532349162631
0.7000000000000001,0.8,38,0.8947368421052632,0.7548288106918335,0.13990803141342967
0.8,0.9,36,0.9444444444444444,0.8487980365753174,0.09564640786912704
0.9,1.0,5,0.8,0.9092337489128113,0.10923374891281123
