video_path,video_name,video_id,scene_index,start_frame,end_frame,start_time,end_time,duration_sec,threshold,fps,detector,sampled_frame_indices,sampled_frame_paths
C:\Temp\deep\videos\0099_DS53BHjkh5o.mp4,0099_DS53BHjkh5o.mp4,0099,1,0,442,0.0,14.733333333333333,14.766666666666667,27.0,30.0,PySceneDetect ContentDetector,"[88, 221, 354]","[""C:\\Temp\\deep\\outputs_video_pyscenedetect_compare\\0099_DS53BHjkh5o\\scene_frames\\scene_001_frame_01_000088.jpg"", ""C:\\Temp\\deep\\outputs_video_pyscenedetect_compare\\0099_DS53BHjkh5o\\scene_frames\\scene_001_frame_02_000221.jpg"", ""C:\\Temp\\deep\\outputs_video_pyscenedetect_compare\\0099_DS53BHjkh5o\\scene_frames\\scene_001_frame_03_000354.jpg""]"
