experiment,backbone,model_name,shot_accuracy,shot_macro_f1,shot_balanced_accuracy,shot_weighted_f1,shot_macro_precision,shot_macro_recall,shot_top2_accuracy,text_accuracy,text_macro_f1,text_balanced_accuracy,text_weighted_f1,text_macro_precision,text_macro_recall,shot_acc,text_acc,text_f1,joint_acc,text_threshold,val_text_macro_f1_at_threshold
siglip_base_patch16_384_multitask_512_256,siglip_base_patch16_384,vit_base_patch16_siglip_384,0.8,0.7928976034858388,0.7900281596761811,0.7991961067255184,0.8011128311138889,0.7900281596761811,0.9781818181818182,0.84,0.6908849376660535,0.7083055740617366,0.8462456570611077,0.678089994304158,0.7083055740617366,0.8,0.84,0.9055793991416309,0.6654545454545454,0.44,0.675242995997713
siglip_base_patch16_384_multitask_512_256_closeup_1_5,siglip_base_patch16_384,vit_base_patch16_siglip_384,0.8,0.7921711622679533,0.7912865866424733,0.7995497634172206,0.795419269429559,0.7912865866424733,0.9781818181818182,0.8290909090909091,0.6905599846776317,0.7240728403286698,0.8403841909724262,0.6715111337752847,0.7240728403286698,0.8,0.8290909090909091,0.8976034858387799,0.6618181818181819,0.55,0.6927119561017081
siglip_base_patch16_384_multitask_768_384,siglip_base_patch16_384,vit_base_patch16_siglip_384,0.7563636363636363,0.7601250239447337,0.7767675111080093,0.7504479744160277,0.7658864446748888,0.7767675111080093,0.9672727272727273,0.8181818181818182,0.6895882246703992,0.7398401065956028,0.8341652026860624,0.6674418604651162,0.7398401065956028,0.7563636363636363,0.8181818181818182,0.8893805309734514,0.6036363636363636,0.46,0.7007044206556103
