experiment,shot_acc,shot_macro_f1,text_acc,text_f1,joint_acc
clip_stronger_retrained,0.8072727272727273,0.8080895792660499,0.8945454545454545,0.9376344086021505,0.7272727272727273
dinov2_shot_retrained,0.8,0.7960301768816542,,,
ensemble_alpha_clip_0.45,0.8363636363636363,0.8386207165706457,0.8945454545454545,0.9376344086021505,0.730909090909091
