text_threshold,val_joint_acc,val_text_acc,val_text_macro_f1
0.05,0.778169014084507,0.9507042253521126,0.9075778707577871
0.06,0.778169014084507,0.9507042253521126,0.9075778707577871
0.07,0.778169014084507,0.9507042253521126,0.9075778707577871
0.08,0.7852112676056338,0.9577464788732394,0.9221775666788454
0.09,0.7887323943661971,0.9612676056338029,0.9292812676853424
0.1,0.7922535211267606,0.9647887323943662,0.9362599874315468
0.11,0.7922535211267606,0.9647887323943662,0.9362599874315468
0.12,0.7922535211267606,0.9647887323943662,0.9362599874315468
0.13,0.795774647887324,0.9683098591549296,0.9431178368754869
0.14,0.795774647887324,0.9683098591549296,0.9431178368754869
0.15,0.795774647887324,0.9683098591549296,0.9431178368754869
0.16,0.795774647887324,0.9683098591549296,0.9431178368754869
0.17,0.795774647887324,0.9683098591549296,0.9431178368754869
0.18,0.795774647887324,0.9683098591549296,0.9431178368754869
0.19,0.795774647887324,0.9683098591549296,0.9431178368754869
0.2,0.795774647887324,0.9683098591549296,0.9431178368754869
0.21,0.795774647887324,0.9683098591549296,0.9431178368754869
0.22,0.795774647887324,0.9683098591549296,0.9431178368754869
0.23,0.795774647887324,0.9683098591549296,0.9431178368754869
0.24,0.795774647887324,0.9683098591549296,0.9431178368754869
0.25,0.795774647887324,0.9683098591549296,0.9431178368754869
0.26,0.795774647887324,0.9683098591549296,0.9431178368754869
0.27,0.7992957746478874,0.971830985915493,0.9498587570621468
0.28,0.7992957746478874,0.971830985915493,0.9498587570621468
0.29,0.7992957746478874,0.971830985915493,0.9498587570621468
0.3,0.8028169014084507,0.9753521126760564,0.9564865278963381
0.31,0.8028169014084507,0.9753521126760564,0.9564865278963381
0.32,0.8028169014084507,0.9753521126760564,0.9564865278963381
0.33,0.8028169014084507,0.9753521126760564,0.9564865278963381
0.34,0.8028169014084507,0.9753521126760564,0.9564865278963381
0.35,0.8028169014084507,0.9753521126760564,0.9564865278963381
0.36,0.8028169014084507,0.9788732394366197,0.9630047763786366
0.37,0.8028169014084507,0.9788732394366197,0.9630047763786366
0.38,0.8063380281690141,0.9823943661971831,0.9694169843423575
0.39,0.8063380281690141,0.9823943661971831,0.9694169843423575
