experiment,shot_source,text_source,alpha_clip,text_threshold,runtime_sec,joint_accuracy,guide_reliability_score,conditional_text_given_shot,conditional_shot_given_text,both_correct_ratio,shot_only_error_ratio,text_only_error_ratio,both_wrong_ratio,shot_accuracy,shot_macro_f1,shot_balanced_accuracy,shot_weighted_f1,shot_macro_precision,shot_macro_recall,shot_top2_accuracy,text_accuracy,text_macro_f1,text_balanced_accuracy,text_weighted_f1,text_macro_precision,text_macro_recall,shot_ECE,shot_MCE,text_ECE,text_MCE,joint_ECE,joint_MCE
clip_dinov2_focal_shot_siglip2_text,CLIP ViT-B/32 + DINOv2 ViT-S/14 focal ensemble,SigLIP2 ViT-B/16-256 text head,0.46,0.46,4.1414621993899345,0.8218181818181818,0.8218181818181818,0.9535864978902954,0.8625954198473282,0.8218181818181818,0.13090909090909092,0.04,0.007272727272727273,0.8618181818181818,0.8603116709123821,0.8889172424221277,0.8618903409451721,0.8420333454951517,0.8889172424221277,0.9745454545454545,0.9527272727272728,0.9077681174376306,0.9394292693759716,0.9543664085972077,0.8823671497584541,0.9394292693759716,0.16104864618994968,0.38958293199539185,0.017146944132718164,0.33693478504816693,0.14976423100991684,0.3350970263664539
