threshold,coverage,reliability_joint_accuracy_when_covered,reliable_guide_ratio_correct_and_covered,covered_count
0.5,0.8472727272727273,0.8583690987124464,0.7272727272727273,233
0.6,0.6290909090909091,0.8901734104046243,0.56,173
0.7,0.4690909090909091,0.9147286821705426,0.4290909090909091,129
0.8,0.27636363636363637,0.9342105263157895,0.2581818181818182,76
0.9,0.04727272727272727,1.0,0.04727272727272727,13
