experiment,embedding_dimension,embedding_extraction_time_sec,fit_time_sec,classifier_inference_time_sec,total_runtime_sec,throughput_samples_per_sec,text_threshold,val_joint_at_threshold,val_text_macro_f1_at_threshold,joint_accuracy,guide_reliability_score,conditional_text_given_shot,conditional_shot_given_text,both_correct_ratio,shot_only_error_ratio,text_only_error_ratio,both_wrong_ratio,shot_accuracy,shot_macro_f1,shot_balanced_accuracy,shot_weighted_f1,shot_macro_precision,shot_macro_recall,shot_top2_accuracy,text_accuracy,text_macro_f1,text_balanced_accuracy,text_weighted_f1,text_macro_precision,text_macro_recall,shot_ECE,shot_MCE,text_ECE,text_MCE,joint_ECE,joint_MCE,backbone,version,image_size,name,hidden_dims,dropout,lr,weight_decay,loss_type,label_smoothing
cradiov4_so400m_256_focal_multitask_512_256,2304,976.714597415179,3.8332857079803944,0.003818126395344734,980.5517012495548,2.05995911204805,0.39,0.8063380281690141,0.9458095702503869,0.8,0.8,0.9691629955947136,0.8208955223880597,0.8,0.17454545454545456,0.025454545454545455,0.0,0.8254545454545454,0.8215958086396951,0.866727795612627,0.8257855393956915,0.8002240809437711,0.866727795612627,0.9709090909090909,0.9745454545454545,0.9493274368896258,0.9741838774150566,0.9751954034541098,0.9280773857257418,0.9741838774150566,0.04179664200002499,0.3432687520980835,0.029347640601071465,0.45591700077056885,0.06042308666489341,0.29972749948501587,C-RADIOv4-SO400M,c-radio_v4-so400m,256,focal_multitask_512_256,"(512, 256)",0.25,0.001,0.001,focal,0.0
