experiment,embedding_dimension,embedding_extraction_time_sec,fit_time_sec,classifier_inference_time_sec,total_runtime_sec,throughput_samples_per_sec,text_threshold,val_joint_at_threshold,val_text_macro_f1_at_threshold,joint_accuracy,guide_reliability_score,conditional_text_given_shot,conditional_shot_given_text,both_correct_ratio,shot_only_error_ratio,text_only_error_ratio,both_wrong_ratio,shot_accuracy,shot_macro_f1,shot_balanced_accuracy,shot_weighted_f1,shot_macro_precision,shot_macro_recall,shot_top2_accuracy,text_accuracy,text_macro_f1,text_balanced_accuracy,text_weighted_f1,text_macro_precision,text_macro_recall,shot_ECE,shot_MCE,text_ECE,text_MCE,joint_ECE,joint_MCE,backbone,name,hidden_dims,dropout,lr,weight_decay,loss_type,label_smoothing
dinov3_vit_small_patch16_focal_multitask_512_256,384,91.41237038373947,4.132808495312929,0.002627996727824211,95.54780687578022,22.009517427611808,0.31,0.7112676056338029,0.7202705364764594,0.7454545454545455,0.7454545454545455,0.9030837004405287,0.8266129032258065,0.7454545454545455,0.15636363636363637,0.08,0.01818181818181818,0.8254545454545454,0.8037514383385623,0.8027641845209017,0.8226967844440158,0.8276255650358586,0.8027641845209017,0.9709090909090909,0.9018181818181819,0.7705571521275609,0.7441705529646903,0.8961386180334915,0.808242220353238,0.7441705529646903,0.09567849549380215,0.20225267675187852,0.05981904441660099,0.250395614367265,0.10480793259360574,0.26690027117729187,vit_small_patch16_dinov3,focal_multitask_512_256,"(512, 256)",0.25,0.001,0.001,focal,0.0
