frame_idx,time_sec,clip_distance
7,0.2666711760461761,0.0875656
14,0.5333423520923521,0.22113246
21,0.8000135281385281,0.09664953
28,1.0666847041847043,0.08943528
35,1.3333558802308803,0.055905163
42,1.6000270562770562,0.08830571
49,1.8666982323232324,0.08401191
56,2.1333694083694086,0.09146851
63,2.4000405844155845,0.045573473
70,2.6667117604617605,0.0557276
77,2.9333829365079365,0.077378154
84,3.2000541125541124,0.048162222
91,3.466725288600289,0.014932811
98,3.733396464646465,0.3859346
105,4.000067640692641,0.05011499
112,4.266738816738817,0.055005074
119,4.533409992784993,0.04173726
126,4.800081168831169,0.063592255
133,5.066752344877345,0.04534197
140,5.333423520923521,0.048967183
147,5.600094696969697,0.11253643
154,5.866765873015873,0.11567044
161,6.133437049062049,0.076416135
168,6.400108225108225,0.089010835
175,6.666779401154401,0.06133151
182,6.933450577200578,0.058484316
189,7.200121753246753,0.033170342
196,7.46679292929293,0.06324625
203,7.733464105339105,0.27546287
210,8.000135281385282,0.0049773455
217,8.266806457431457,0.016889751
224,8.533477633477634,0.02514416
231,8.80014880952381,0.121471524
238,9.066819985569985,0.038902104
245,9.33349116161616,0.042606473
252,9.600162337662338,0.10779059
259,9.866833513708514,0.08151674
266,10.13350468975469,0.08861077
273,10.400175865800867,0.06341916
280,10.666847041847042,0.09993672
287,10.933518217893218,0.11632013
294,11.200189393939395,0.087646484
301,11.46686056998557,0.08205396
308,11.733531746031746,0.0845381
315,12.000202922077921,0.056427956
322,12.266874098124099,0.033189774
329,12.533545274170274,0.03480041
336,12.80021645021645,0.058057547
343,13.066887626262627,0.048992872
350,13.333558802308803,0.07081944
357,13.600229978354978,0.07543814
364,13.866901154401155,0.09694505
371,14.13357233044733,0.16769242
378,14.400243506493506,0.015181243
385,14.666914682539682,0.028656602
392,14.93358585858586,0.03158009
399,15.200257034632035,0.028463602
406,15.46692821067821,0.024995923
413,15.733599386724388,0.051997244
420,16.000270562770563,0.016554058
427,16.26694173881674,0.063194096
434,16.533612914862914,0.04817289
441,16.80028409090909,0.05579257
448,17.06695526695527,0.011028588
455,17.333626443001442,0.021632731
461,17.56220173675531,0.036588907
