video_id,video_name,detector,sample_interval_sec,distance_percentile,min_scene_sec,threshold,duration_sec,scene_count,avg_scene_duration_sec,min_scene_duration_sec,max_scene_duration_sec,text_scene_count,shot_label_counts,overlay_path
0065,0065_DXzJBQKz7AK.mp4,CLIP adjacent embedding distance,0.25,88,0.75,0.055,23.3,4,5.825,0.5333333333333333,9.866666666666667,2,"{""object"": 4}",C:\Temp\deep\outputs_video_clip_distance_compare\0065_DXzJBQKz7AK\0065_DXzJBQKz7AK_clip_distance_overlay.mp4
0099,0099_DS53BHjkh5o.mp4,CLIP adjacent embedding distance,0.25,88,0.75,0.1696588546037674,14.766666666666667,6,2.4611111111111112,1.0666666666666667,5.866666666666666,4,"{""object"": 4, ""medium"": 1, ""wide"": 1}",C:\Temp\deep\outputs_video_clip_distance_compare\0099_DS53BHjkh5o\0099_DS53BHjkh5o_clip_distance_overlay.mp4
0022,0022_DXWtSqsEk71.mp4,CLIP adjacent embedding distance,0.25,88,0.75,0.10873976349830627,17.60029761904762,8,2.2000372023809525,0.5333423520923521,3.466725288600289,7,"{""medium"": 7, ""wide"": 1}",C:\Temp\deep\outputs_video_clip_distance_compare\0022_DXWtSqsEk71\0022_DXWtSqsEk71_clip_distance_overlay.mp4
0083,0083_DUigMzGEY1J.mp4,CLIP adjacent embedding distance,0.25,88,0.75,0.18753549456596375,7.166666666666667,5,1.4333333333333331,0.8,2.6333333333333333,2,"{""wide"": 5}",C:\Temp\deep\outputs_video_clip_distance_compare\0083_DUigMzGEY1J\0083_DUigMzGEY1J_clip_distance_overlay.mp4
