embedding_extraction_time_sec,classifier_fit_time_sec,classifier_inference_time_sec,overlay_rendering_time_sec,scene_detection_time_sec,total_runtime_sec,throughput_samples_per_sec,best_alpha_clip,note
0.0,2.563156981021166,0.00705600343644619,,,2.6988972797989845,745.4890384037699,0.5,uses cached CLIP and DINOv2 embeddings; video overlay is not run here
