shot_accuracy_mean,shot_macro_f1_mean,shot_balanced_accuracy_mean,shot_weighted_f1_mean,shot_macro_precision_mean,shot_macro_recall_mean,shot_top2_accuracy_mean,text_accuracy_mean,text_macro_f1_mean,text_balanced_accuracy_mean,text_weighted_f1_mean,text_macro_precision_mean,text_macro_recall_mean,joint_accuracy_mean,joint_macro_f1_mean,joint_weighted_f1_mean,best_alpha_clip_mean,shot_accuracy_std,shot_macro_f1_std,shot_balanced_accuracy_std,shot_weighted_f1_std,seed_count
0.8436363636363636,0.8425877934428609,0.874325482122502,0.843419568491857,0.8262646170017082,0.874325482122502,0.9672727272727273,0.8945454545454545,0.7982289690069576,0.8283366644459249,0.8991078143867518,0.7759425158641284,0.8283366644459249,0.7418181818181818,0.6753578765866901,0.744638177949426,0.5,0.0,0.0,0.0,0.0,1
