shot_accuracy,shot_macro_f1,shot_balanced_accuracy,shot_weighted_f1,shot_macro_precision,shot_macro_recall,shot_top2_accuracy,text_accuracy,text_macro_f1,text_balanced_accuracy,text_weighted_f1,text_macro_precision,text_macro_recall,joint_accuracy,joint_macro_f1,joint_weighted_f1,best_alpha_clip
0.8436363636363636,0.8425877934428609,0.874325482122502,0.843419568491857,0.8262646170017082,0.874325482122502,0.9672727272727273,0.8945454545454545,0.7982289690069576,0.8283366644459249,0.8991078143867518,0.7759425158641284,0.8283366644459249,0.7418181818181818,0.6753578765866901,0.744638177949426,0.5
