threshold,coverage,reliability_joint_accuracy_when_covered,reliable_guide_ratio_correct_and_covered,covered_count
0.5,0.8909090909090909,0.7061224489795919,0.6290909090909091,245
0.6,0.7527272727272727,0.748792270531401,0.5636363636363636,207
0.7,0.5890909090909091,0.8333333333333334,0.4909090909090909,162
0.8,0.48363636363636364,0.8646616541353384,0.41818181818181815,133
0.9,0.2690909090909091,0.9459459459459459,0.2545454545454545,74
