embedding_extraction_time_sec,classifier_fit_time_sec,classifier_inference_time_sec,overlay_rendering_time_sec,scene_detection_time_sec,total_runtime_sec,throughput_samples_per_sec,note
509.15746201202273,2.329928331077099,,,,511.48739034309983,3.933625809720106,image embedding cache + classifier training only; video overlay is not run here
