shot_accuracy,shot_macro_f1,shot_balanced_accuracy,shot_weighted_f1,shot_macro_precision,shot_macro_recall,shot_top2_accuracy,text_accuracy,text_macro_f1,text_balanced_accuracy,text_weighted_f1,text_macro_precision,text_macro_recall,shot_acc,text_acc,text_f1,joint_acc,text_threshold,val_text_macro_f1_at_threshold
0.8,0.7921711622679533,0.7912865866424733,0.7995497634172206,0.795419269429559,0.7912865866424733,0.9781818181818182,0.8290909090909091,0.6905599846776317,0.7240728403286698,0.8403841909724262,0.6715111337752847,0.7240728403286698,0.8,0.8290909090909091,0.8976034858387799,0.6618181818181819,0.55,0.6927119561017081
