shot_accuracy_mean,shot_macro_f1_mean,shot_balanced_accuracy_mean,shot_weighted_f1_mean,shot_macro_precision_mean,shot_macro_recall_mean,shot_top2_accuracy_mean,text_accuracy_mean,text_macro_f1_mean,text_balanced_accuracy_mean,text_weighted_f1_mean,text_macro_precision_mean,text_macro_recall_mean,shot_acc_mean,text_acc_mean,text_f1_mean,joint_acc_mean,text_threshold_mean,val_text_macro_f1_at_threshold_mean,shot_accuracy_std,shot_macro_f1_std,shot_balanced_accuracy_std,shot_weighted_f1_std,seed_count
0.8,0.7921711622679533,0.7912865866424733,0.7995497634172206,0.795419269429559,0.7912865866424733,0.9781818181818182,0.8290909090909091,0.6905599846776317,0.7240728403286698,0.8403841909724262,0.6715111337752847,0.7240728403286698,0.8,0.8290909090909091,0.8976034858387799,0.6618181818181819,0.55,0.6927119561017081,0.0,0.0,0.0,0.0,1
