experiment,embedding_dimension,embedding_extraction_time_sec,fit_time_sec,classifier_inference_time_sec,total_runtime_sec,throughput_samples_per_sec,text_threshold,val_joint_at_threshold,val_text_macro_f1_at_threshold,joint_accuracy,guide_reliability_score,conditional_text_given_shot,conditional_shot_given_text,both_correct_ratio,shot_only_error_ratio,text_only_error_ratio,both_wrong_ratio,shot_accuracy,shot_macro_f1,shot_balanced_accuracy,shot_weighted_f1,shot_macro_precision,shot_macro_recall,shot_top2_accuracy,text_accuracy,text_macro_f1,text_balanced_accuracy,text_weighted_f1,text_macro_precision,text_macro_recall,shot_ECE,shot_MCE,text_ECE,text_MCE,joint_ECE,joint_MCE,backbone,pretrained,name,hidden_dims,dropout,lr,weight_decay,loss_type,label_smoothing
siglip2_vit_b16_256_webli_focal_multitask_512_256,768,234.24307959154248,2.155551955103874,0.002896144986152649,236.4015276916325,8.589261752197718,0.46,0.7605633802816901,0.9646883289124668,0.7745454545454545,0.7745454545454545,0.9466666666666667,0.8192307692307692,0.7745454545454545,0.1709090909090909,0.04363636363636364,0.01090909090909091,0.8181818181818182,0.8311524904919182,0.8636234617442483,0.8156269316822078,0.8105893115682624,0.8636234617442483,0.9781818181818182,0.9454545454545454,0.8994613566014282,0.9573062402842549,0.9486691231700859,0.8605129551820728,0.9573062402842549,0.1335492099415172,0.619520366191864,0.07368427211588077,0.2202867733107673,0.17994963981888512,0.39309096336364746,ViT-B-16-SigLIP2-256,webli,focal_multitask_512_256,"(512, 256)",0.25,0.001,0.001,focal,0.0
