threshold,coverage,reliability_joint_accuracy_when_covered,reliable_guide_ratio_correct_and_covered,covered_count
0.5,0.9236363636363636,0.7440944881889764,0.6872727272727273,254
0.6,0.7890909090909091,0.7788018433179723,0.6145454545454545,217
0.7,0.7018181818181818,0.8082901554404145,0.5672727272727273,193
0.8,0.5345454545454545,0.8639455782312925,0.4618181818181818,147
0.9,0.3236363636363636,0.9101123595505618,0.29454545454545455,89
