frame_idx,time_sec,clip_distance
2104,70.13333333333334,0.039788365
2112,70.4,0.029871702
2120,70.66666666666667,0.027628541
2128,70.93333333333334,0.043552816
2136,71.2,0.051891446
2144,71.46666666666667,0.02273333
2152,71.73333333333333,0.036561728
2160,72.0,0.03579718
2168,72.26666666666667,0.022327423
2176,72.53333333333333,0.13912606
2184,72.8,0.2254504
2192,73.06666666666666,0.07182902
2200,73.33333333333333,0.08813256
2208,73.6,0.07387495
2216,73.86666666666666,0.055976927
2224,74.13333333333334,0.021759748
2232,74.4,0.031606853
2240,74.66666666666667,0.091080785
2248,74.93333333333334,0.068688154
2256,75.2,0.039299786
2264,75.46666666666667,0.14853853
2272,75.73333333333333,0.032025516
2280,76.0,0.40827787
2288,76.26666666666667,0.20597744
2296,76.53333333333333,3.5762787e-07
2304,76.8,2.3841858e-07
2312,77.06666666666666,0.0
2316,77.2,0.0
