video_path,video_name,video_id,scene_index,start_frame,end_frame,start_time,end_time,duration_sec,threshold,peak_distance,fps,detector,sampled_frame_indices,sampled_frame_paths
C:\Temp\deep\videos_new_links\new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC,11,680,719,22.666666666666668,23.966666666666665,1.3333333333333333,0.13745713233947754,0.1839771270751953,30.0,CLIP adjacent embedding distance,"[688, 700, 711]","[""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_011_frame_01_000688.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_011_frame_02_000700.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_011_frame_03_000711.jpg""]"
C:\Temp\deep\videos_new_links\new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC,12,720,783,24.0,26.1,2.1333333333333333,0.13745713233947754,0.4308750629425049,30.0,CLIP adjacent embedding distance,"[733, 752, 770]","[""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_012_frame_01_000733.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_012_frame_02_000752.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_012_frame_03_000770.jpg""]"
C:\Temp\deep\videos_new_links\new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC,13,784,935,26.133333333333333,31.166666666666668,5.066666666666666,0.13745713233947754,0.16142529249191284,30.0,CLIP adjacent embedding distance,"[814, 860, 905]","[""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_013_frame_01_000814.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_013_frame_02_000860.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_013_frame_03_000905.jpg""]"
C:\Temp\deep\videos_new_links\new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC,14,936,1031,31.2,34.36666666666667,3.2,0.13745713233947754,0.24231421947479248,30.0,CLIP adjacent embedding distance,"[955, 984, 1012]","[""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_014_frame_01_000955.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_014_frame_02_000984.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_014_frame_03_001012.jpg""]"
C:\Temp\deep\videos_new_links\new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC,15,1032,1063,34.4,35.43333333333333,1.0666666666666667,0.13745713233947754,0.3413052558898926,30.0,CLIP adjacent embedding distance,"[1038, 1048, 1057]","[""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_015_frame_01_001038.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_015_frame_02_001048.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_015_frame_03_001057.jpg""]"
C:\Temp\deep\videos_new_links\new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC,16,1064,1119,35.46666666666667,37.3,1.8666666666666667,0.13745713233947754,0.17793631553649902,30.0,CLIP adjacent embedding distance,"[1075, 1092, 1108]","[""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_016_frame_01_001075.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_016_frame_02_001092.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_016_frame_03_001108.jpg""]"
C:\Temp\deep\videos_new_links\new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC,17,1120,1175,37.333333333333336,39.166666666666664,1.8666666666666667,0.13745713233947754,0.172479510307312,30.0,CLIP adjacent embedding distance,"[1131, 1148, 1164]","[""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_017_frame_01_001131.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_017_frame_02_001148.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_017_frame_03_001164.jpg""]"
C:\Temp\deep\videos_new_links\new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC,18,1176,1559,39.2,51.96666666666667,12.8,0.13745713233947754,0.2165399193763733,30.0,CLIP adjacent embedding distance,"[1253, 1368, 1482]","[""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_018_frame_01_001253.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_018_frame_02_001368.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_018_frame_03_001482.jpg""]"
C:\Temp\deep\videos_new_links\new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC,19,1560,1631,52.0,54.36666666666667,2.4,0.13745713233947754,0.1929631233215332,30.0,CLIP adjacent embedding distance,"[1574, 1596, 1617]","[""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_019_frame_01_001574.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_019_frame_02_001596.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_019_frame_03_001617.jpg""]"
C:\Temp\deep\videos_new_links\new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC,20,1632,1727,54.4,57.56666666666667,3.2,0.13745713233947754,0.14197510480880737,30.0,CLIP adjacent embedding distance,"[1651, 1680, 1708]","[""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_020_frame_01_001651.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_020_frame_02_001680.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_020_frame_03_001708.jpg""]"
C:\Temp\deep\videos_new_links\new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC,21,1728,1759,57.6,58.63333333333333,1.0666666666666667,0.13745713233947754,0.34297263622283936,30.0,CLIP adjacent embedding distance,"[1734, 1744, 1753]","[""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_021_frame_01_001734.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_021_frame_02_001744.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_021_frame_03_001753.jpg""]"
C:\Temp\deep\videos_new_links\new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC,22,1760,1831,58.666666666666664,61.03333333333333,2.4,0.13745713233947754,0.2976459860801697,30.0,CLIP adjacent embedding distance,"[1774, 1796, 1817]","[""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_022_frame_01_001774.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_022_frame_02_001796.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_022_frame_03_001817.jpg""]"
C:\Temp\deep\videos_new_links\new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC,23,1832,2183,61.06666666666667,72.76666666666667,11.733333333333333,0.13745713233947754,0.20382225513458252,30.0,CLIP adjacent embedding distance,"[1902, 2008, 2113]","[""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_023_frame_01_001902.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_023_frame_02_002008.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_023_frame_03_002113.jpg""]"
C:\Temp\deep\videos_new_links\new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC,24,2184,2279,72.8,75.96666666666667,3.2,0.13745713233947754,0.22545039653778076,30.0,CLIP adjacent embedding distance,"[2203, 2232, 2260]","[""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_024_frame_01_002203.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_024_frame_02_002232.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_024_frame_03_002260.jpg""]"
C:\Temp\deep\videos_new_links\new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC.mp4,new_002_DYRs6scPeVC,25,2280,2316,76.0,77.2,1.2333333333333334,0.13745713233947754,0.40827786922454834,30.0,CLIP adjacent embedding distance,"[2287, 2298, 2309]","[""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_025_frame_01_002287.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_025_frame_02_002298.jpg"", ""C:\\Temp\\deep\\outputs_instagram_overlay\\new_002_DYRs6scPeVC\\scene_frames\\scene_025_frame_03_002309.jpg""]"
